2.230448921,2.273847388,5.03193334,0.021868636,0.279662147,4.403349967,0.002622774,2.594826699,1.86923172,1.164530436,1.630261455,3.539756425,1.662190991,5.056954373,0.019575771,0.00039325
2.440909082,2.425145717,5.122402667,0.01931422,0.281839485,4.472394533,0.002406515,2.634652528,1.892094603,1.14339936,1.515100021,3.536647596,1.663795122,5.056954373,0.025455123,0.00035522
2.357934847,2.476641219,5.197115081,0.015374173,0.281283287,4.533921075,0.003868892,2.658565776,1.903089987,1.106179621,1.642380473,3.508506018,1.612359948,5.023145417,0.026356632,0.000240356
2.619093331,2.581023,5.286094781,0.027503278,0.281674296,4.603336351,0.003754644,2.666684574,1.919078092,1.073248077,1.539983211,3.518737684,1.682866796,4.97199907,0.029629685,0.000580344
2.622214023,2.62172621,5.957808826,0.02742848,0.281993546,4.66753308,0.00378762,2.671225747,1.924279286,1.097304718,1.6657999,3.541558101,1.618466492,4.918606915,0.031112998,0.000584922
2.80140371,2.671060413,6.049949116,0.029513155,0.282810239,4.750730962,0.00343607,2.647236546,1.919078092,1.075991584,1.664784998,3.529519446,1.618571028,4.761807602,0.033443273,0.000662155
2.868644438,2.692242384,6.101428452,0.029655985,0.283013636,4.764481676,0.002833557,2.666770622,1.949390007,1.056855709,1.707956197,3.607881509,1.728516105,4.777593548,0.034294897,0.000670972
3.082426301,2.70494748,6.252647966,0.029682392,0.283038999,4.817454105,0.00265931,2.663135315,1.954242509,1.048903332,1.727833936,3.63733415,1.73239376,4.754692271,0.034694675,0.000672326
3.164650216,2.742753523,6.262628094,0.030894258,0.283579636,4.879873184,0.002755445,2.656854921,1.954242509,0.994500904,1.74492599,3.61241342,1.687397537,4.787460475,0.03646004,0.000720747
3.302330929,2.792935263,6.300909462,0.031546411,0.283765099,4.930984771,0.002402697,2.652662059,1.963787827,0.986617755,1.808524494,3.644387165,1.694187448,4.773281668,0.038185417,0.000744714
3.391640703,2.811967849,6.370465531,0.033567831,0.284234997,4.973117551,0.002242515,2.479935034,1.954242509,0.975402696,1.820839249,3.60910574,1.696576666,4.716353978,0.03936361,0.000817708
3.481585936,2.831888865,6.451343936,0.033066733,0.28427974,5.014526461,0.00241236,2.650239507,1.954242509,0.951033874,1.833715217,3.617869385,1.769701137,4.605822012,0.040026383,0.000803705
3.581266805,2.985483828,6.459084301,0.031951867,0.284423172,5.053362756,0.002947036,2.645579452,1.959041392,0.910782825,1.861508476,3.56329697,1.78845705,4.343822011,0.044899619,0.000773503
3.705949195,2.980855333,6.456029704,0.036286522,0.284559649,5.089021501,0.002903234,2.644054039,1.963787827,0.88431981,1.823465617,3.543235437,1.787065775,4.011062695,0.044958769,0.000909748
3.796366155,3.253165168,6.558371562,0.036489664,0.284514999,5.130317683,0.002580827,2.640740233,1.968482949,0.872334921,1.848037238,3.60088871,1.795483571,3.579783597,0.053222711,0.000914636
3.770336441,3.100046036,6.629278373,0.03644193,0.2848831,5.175639358,0.003219992,2.626684206,1.968482949,0.859805148,1.905733144,3.66424939,1.799210274,3.191730393,0.049123193,0.000924165
3.892706638,3.007915704,6.636905541,0.036280987,0.284852698,5.238562932,0.002897011,2.623713876,1.973127854,0.872403258,1.923612611,3.693110863,1.809533205,3.05422991,0.046225734,0.00091828
1,2.248897036,4.287891266,0.011819945,0.25686614,4.270665097,0.005605742,2.424569445,1.579783597,1.203247572,1.408247293,3.344434079,1.26599637,5.362052491,0.002162506,1.54E-05
1.431363764,2.425086867,4.360138814,0.01144924,0.258508827,4.340301706,0.005447061,2.488327105,1.612783857,1.190158055,1.449151827,3.457786806,1.2929203,5.304083186,0.00417835,2.23E-05
